preamble,stimulus,item,true_category,category,rank,"score (sum, mean, [list)",params,model
Green onion is a,vegetable.,green onion,none,vegetable,28,"[-8.800257682800293, -9.876959800720215, -9.530820846557617, -9.667035102844238, -9.913714408874512, -9.1997652053833, -9.516067504882812, -9.344181060791016, -7.088185787200928, -9.441765785217285, -9.750268936157227, -10.401558876037598, -8.51699447631836, -9.622913360595703, -9.46800708770752, -9.40298080444336, -9.482681274414062, -9.324515342712402, -9.659786224365234, -8.844260215759277, -9.320204734802246, -9.796202659606934, -9.924015998840332, -9.425917625427246, -9.620569229125977, -10.024577140808105, -9.507185935974121, -9.626469612121582, -9.707696914672852, -8.911904335021973, -9.731345176696777, -9.401883125305176, -9.19296646118164, -8.474974632263184, -9.570561408996582, -9.65207576751709, -9.368911743164062, -9.289748191833496, -9.314974784851074, -9.344864845275879, -9.303736686706543, -9.74835205078125, -9.059693336486816, -9.673293113708496, -9.675677299499512, -9.647218704223633, -9.313057899475098, -9.610795021057129, -10.424773216247559, -9.709805488586426]",7241732096,mistralai_Mistral-7B-v0.1
Potato is a,vegetable.,potato,none,vegetable,29,"[-10.904911041259766, -11.499676704406738, -12.48380184173584, -11.443161010742188, -11.706077575683594, -10.654953002929688, -10.991074562072754, -11.67883586883545, -11.322766304016113, -10.663994789123535, -11.348403930664062, -11.746466636657715, -11.895615577697754, -12.345138549804688, -10.485306739807129, -12.157855033874512, -11.073641777038574, -11.071276664733887, -11.94672679901123, -11.37686824798584, -10.940083503723145, -10.851027488708496, -10.663429260253906, -12.16878604888916, -11.92111873626709, -10.172820091247559, -10.876315116882324, -9.848852157592773, -10.92822265625, -11.459589958190918, -10.430350303649902, -11.514488220214844, -11.787562370300293, -10.584447860717773, -12.207964897155762, -11.856109619140625, -11.441561698913574, -10.68836498260498, -10.971199989318848, -11.58283519744873, -10.923480033874512, -11.30079174041748, -11.418721199035645, -11.628524780273438, -11.747784614562988, -11.44162368774414, -11.421295166015625, -10.972529411315918, -12.062655448913574, -11.015089988708496]",7241732096,mistralai_Mistral-7B-v0.1
Parsnip is a,vegetable.,parsnip,none,vegetable,30,"[-10.032209396362305, -10.35221004486084, -9.534268379211426, -10.464926719665527, -10.677680969238281, -10.56808853149414, -9.226042747497559, -11.318049430847168, -10.51152229309082, -10.281085014343262, -11.49538803100586, -9.986990928649902, -10.303482055664062, -10.912550926208496, -10.417986869812012, -10.643364906311035, -9.89898681640625, -9.961483001708984, -10.03810977935791, -10.623126983642578, -10.197359085083008, -9.926108360290527, -9.967934608459473, -10.753861427307129, -10.402504920959473, -10.548521995544434, -10.491701126098633, -10.575634956359863, -10.730865478515625, -10.445110321044922, -9.123311042785645, -10.844860076904297, -10.176775932312012, -11.0509614944458, -10.78131103515625, -10.032777786254883, -10.585139274597168, -10.375997543334961, -10.334559440612793, -10.834961891174316, -9.786101341247559, -10.564295768737793, -10.348206520080566, -10.396127700805664, -10.377602577209473, -11.22851276397705, -10.997562408447266, -10.640701293945312, -9.82430648803711, -10.366795539855957]",7241732096,mistralai_Mistral-7B-v0.1
Turnip green is a,vegetable.,turnip green,none,vegetable,31,"[-9.63693904876709, -9.20693588256836, -9.582518577575684, -9.816344261169434, -7.956209659576416, -9.662312507629395, -9.432652473449707, -9.422779083251953, -9.339757919311523, -9.24793529510498, -9.054457664489746, -9.542654991149902, -8.917960166931152, -8.345268249511719, -8.806792259216309, -9.651240348815918, -9.067535400390625, -10.260132789611816, -8.312139511108398, -8.371475219726562, -9.698640823364258, -10.023041725158691, -9.09350299835205, -9.23204517364502, -8.422442436218262, -10.113922119140625, -9.769318580627441, -9.049520492553711, -9.180298805236816, -8.617801666259766, -9.476035118103027, -9.242060661315918, -9.392969131469727, -9.611088752746582, -9.035555839538574, -9.787494659423828, -10.734965324401855, -9.365494728088379, -9.836158752441406, -10.33065414428711, -9.133773803710938, -8.841239929199219, -10.17170524597168, -9.31977367401123, -9.422796249389648, -9.4828519821167, -9.902451515197754, -8.89277172088623, -9.356880187988281, -8.732945442199707]",7241732096,mistralai_Mistral-7B-v0.1
Collard is a,vegetable.,collard,none,vegetable,32,"[-11.204360008239746, -11.0186128616333, -11.034882545471191, -11.312492370605469, -10.91686725616455, -11.738700866699219, -10.64925765991211, -11.851356506347656, -12.082880973815918, -11.451939582824707, -10.854583740234375, -11.164769172668457, -12.090224266052246, -11.211504936218262, -12.495089530944824, -10.801193237304688, -10.8325777053833, -11.929649353027344, -11.020474433898926, -10.828693389892578, -12.04885482788086, -10.587546348571777, -11.230177879333496, -12.234065055847168, -11.83106517791748, -11.999656677246094, -12.3980073928833, -12.77890682220459, -11.874603271484375, -10.246733665466309, -11.441548347473145, -11.570289611816406, -11.086857795715332, -12.106685638427734, -11.934266090393066, -12.503735542297363, -10.141429901123047, -11.194408416748047, -11.55399227142334, -11.756657600402832, -10.644347190856934, -11.348767280578613, -10.62109375, -10.342987060546875, -10.118393898010254, -11.003474235534668, -10.41720199584961, -10.112610816955566, -12.466506958007812, -10.544377326965332]",7241732096,mistralai_Mistral-7B-v0.1
Wax bean is a,vegetable.,wax bean,none,vegetable,33,"[-10.691575050354004, -9.416743278503418, -11.066105842590332, -10.580894470214844, -9.885363578796387, -10.654451370239258, -10.786091804504395, -10.46696949005127, -9.297998428344727, -10.583139419555664, -10.207140922546387, -10.45404052734375, -7.837448596954346, -10.375994682312012, -10.713252067565918, -9.267003059387207, -10.300801277160645, -8.396632194519043, -10.38028621673584, -10.91571044921875, -10.995991706848145, -10.46529483795166, -10.478292465209961, -9.241665840148926, -9.53418254852295, -10.88206958770752, -10.892044067382812, -10.169238090515137, -10.292340278625488, -10.076587677001953, -10.584633827209473, -9.182206153869629, -10.380481719970703, -10.804816246032715, -11.106764793395996, -10.64096736907959, -9.63120174407959, -10.947253227233887, -10.160910606384277, -10.460712432861328, -10.403695106506348, -9.831979751586914, -10.694781303405762, -10.808697700500488, -10.504355430603027, -10.54379653930664, -10.159170150756836, -10.776413917541504, -10.214075088500977, -9.790107727050781]",7241732096,mistralai_Mistral-7B-v0.1
Watercress is a,vegetable.,watercress,none,vegetable,34,"[-9.925201416015625, -10.066683769226074, -9.528564453125, -10.52937126159668, -10.195928573608398, -8.994089126586914, -9.989729881286621, -10.596658706665039, -9.978174209594727, -10.134721755981445, -10.85875415802002, -9.982342720031738, -9.606422424316406, -10.26484203338623, -9.993118286132812, -9.44129467010498, -9.864527702331543, -10.28970718383789, -10.29861831665039, -9.878151893615723, -10.412670135498047, -9.737343788146973, -10.34081745147705, -8.746602058410645, -10.094202995300293, -10.209357261657715, -10.329974174499512, -8.776764869689941, -10.421109199523926, -10.045248985290527, -10.213132858276367, -9.066882133483887, -9.019270896911621, -10.38208293914795, -10.037342071533203, -9.967414855957031, -10.66898250579834, -10.13979434967041, -10.02437973022461, -9.864583015441895, -9.872313499450684, -8.32281494140625, -10.10159969329834, -10.166862487792969, -9.971199035644531, -10.061938285827637, -10.186457633972168, -9.97625732421875, -10.189105987548828, -10.084192276000977]",7241732096,mistralai_Mistral-7B-v0.1
Black eyed pea is a,vegetable.,black eyed pea,none,vegetable,35,"[-11.569981575012207, -12.888691902160645, -12.165142059326172, -11.237754821777344, -9.705288887023926, -11.521517753601074, -11.812156677246094, -11.868213653564453, -12.7144193649292, -12.036834716796875, -12.506979942321777, -11.344273567199707, -10.958911895751953, -11.410199165344238, -8.91263484954834, -12.015408515930176, -12.604310035705566, -12.498931884765625, -11.79706859588623, -12.083148956298828, -9.319695472717285, -11.539959907531738, -11.73842716217041, -12.359947204589844, -11.728215217590332, -12.39899730682373, -12.018301963806152, -12.519274711608887, -12.382926940917969, -8.241482734680176, -11.844578742980957, -12.45947551727295, -11.98521900177002, -11.981613159179688, -8.586174011230469, -10.761162757873535, -12.6730375289917, -11.175211906433105, -11.914759635925293, -11.712928771972656, -11.603272438049316, -12.366302490234375, -12.653000831604004, -12.40931224822998, -11.753888130187988, -13.079863548278809, -12.928474426269531, -11.651248931884766, -13.031743049621582, -12.031598091125488]",7241732096,mistralai_Mistral-7B-v0.1
Leek is a,vegetable.,leek,none,vegetable,36,"[-12.403231620788574, -13.293384552001953, -10.342011451721191, -11.562347412109375, -11.67269515991211, -12.029509544372559, -11.896339416503906, -12.773906707763672, -10.992716789245605, -11.801497459411621, -12.185134887695312, -11.732645988464355, -12.167121887207031, -11.600796699523926, -12.073509216308594, -10.430781364440918, -12.826008796691895, -10.345443725585938, -13.07778263092041, -11.066032409667969, -8.232413291931152, -11.606648445129395, -11.117024421691895, -12.46004581451416, -11.415115356445312, -12.366652488708496, -12.022082328796387, -12.327011108398438, -11.825874328613281, -11.327149391174316, -12.357295989990234, -12.18164348602295, -12.131813049316406, -9.403678894042969, -12.733680725097656, -12.118910789489746, -11.960227966308594, -12.049214363098145, -12.525925636291504, -12.292366027832031, -13.111568450927734, -12.359810829162598, -12.236289024353027, -12.170150756835938, -12.520245552062988, -10.963231086730957, -12.416305541992188, -11.467071533203125, -12.155619621276855, -12.327445983886719]",7241732096,mistralai_Mistral-7B-v0.1
Pepper is a,vegetable.,pepper,none,vegetable,37,"[-10.580321311950684, -10.537863731384277, -10.325915336608887, -10.740704536437988, -9.749863624572754, -10.489310264587402, -9.419745445251465, -10.063912391662598, -11.509810447692871, -8.283293724060059, -9.88189697265625, -9.960921287536621, -10.233604431152344, -10.187615394592285, -9.42034912109375, -9.804034233093262, -10.165802955627441, -10.7929105758667, -9.499698638916016, -10.242142677307129, -10.146437644958496, -10.202376365661621, -10.588971138000488, -7.92296838760376, -10.886039733886719, -10.12043285369873, -10.389485359191895, -10.030608177185059, -10.250666618347168, -10.074545860290527, -10.054034233093262, -10.101004600524902, -10.387260437011719, -9.400578498840332, -10.226820945739746, -10.755767822265625, -9.757086753845215, -10.853073120117188, -9.665787696838379, -9.592336654663086, -10.512889862060547, -9.555156707763672, -9.529305458068848, -10.853009223937988, -9.794184684753418, -10.345693588256836, -10.330058097839355, -9.88478946685791, -9.258131980895996, -9.188396453857422]",7241732096,mistralai_Mistral-7B-v0.1
Sweet potato is a,vegetable.,sweet potato,none,vegetable,38,"[-10.371315956115723, -10.27921199798584, -10.186541557312012, -8.46525764465332, -9.393325805664062, -8.632854461669922, -8.703307151794434, -9.785626411437988, -9.814133644104004, -10.072493553161621, -9.62568187713623, -9.6796875, -10.297990798950195, -9.567030906677246, -10.512785911560059, -9.17819881439209, -10.138428688049316, -9.548624992370605, -10.22995662689209, -10.326703071594238, -9.903227806091309, -9.971993446350098, -8.933653831481934, -9.61312484741211, -10.494345664978027, -10.59433364868164, -10.508268356323242, -9.712407112121582, -10.080872535705566, -10.273272514343262, -9.795979499816895, -9.695273399353027, -9.320881843566895, -10.317240715026855, -9.996027946472168, -9.709883689880371, -10.58609676361084, -10.631241798400879, -10.077984809875488, -7.969179630279541, -9.802361488342285, -8.814984321594238, -10.765015602111816, -9.042612075805664, -9.506155967712402, -10.163312911987305, -10.551323890686035, -9.444487571716309, -9.935070037841797, -10.230792999267578]",7241732096,mistralai_Mistral-7B-v0.1
Yam is a,vegetable.,yam,none,vegetable,39,"[-9.617157936096191, -9.805647850036621, -9.687057495117188, -12.7381591796875, -10.201870918273926, -10.194693565368652, -10.504987716674805, -10.944218635559082, -9.911749839782715, -10.70242691040039, -10.604972839355469, -9.146533012390137, -10.651427268981934, -11.179091453552246, -9.074313163757324, -7.063499450683594, -10.9025297164917, -10.424766540527344, -10.435728073120117, -10.20690631866455, -10.80948543548584, -10.789074897766113, -10.587370872497559, -11.507533073425293, -9.302546501159668, -9.970675468444824, -10.886380195617676, -8.971400260925293, -9.280356407165527, -10.475306510925293, -9.845210075378418, -10.819079399108887, -10.564075469970703, -10.076521873474121, -10.618118286132812, -9.506817817687988, -8.62215518951416, -10.851188659667969, -11.137226104736328, -9.440049171447754, -9.705449104309082, -9.54312515258789, -10.078317642211914, -9.713311195373535, -9.976141929626465, -10.806941986083984, -11.779136657714844, -10.410050392150879, -11.271225929260254, -12.1082181930542]",7241732096,mistralai_Mistral-7B-v0.1
Parsley is a,vegetable.,parsley,none,vegetable,40,"[-11.071891784667969, -11.201815605163574, -10.47817325592041, -10.592595100402832, -12.100688934326172, -11.545842170715332, -11.487815856933594, -11.746369361877441, -10.110270500183105, -10.239706993103027, -11.337952613830566, -11.55385684967041, -10.597904205322266, -11.081817626953125, -10.588829040527344, -10.845657348632812, -11.471165657043457, -11.30631160736084, -10.71374225616455, -11.408278465270996, -11.450039863586426, -10.552071571350098, -11.619017601013184, -11.287346839904785, -10.760643005371094, -10.808547973632812, -12.031028747558594, -11.202999114990234, -11.4159574508667, -10.871368408203125, -11.189994812011719, -10.221953392028809, -10.100848197937012, -10.256094932556152, -10.086915016174316, -10.784258842468262, -11.24384593963623, -11.73995590209961, -11.666576385498047, -11.134998321533203, -11.42703628540039, -9.637185096740723, -10.796116828918457, -11.082737922668457, -10.935769081115723, -11.130494117736816, -11.320972442626953, -11.496574401855469, -11.513094902038574, -10.207795143127441]",7241732096,mistralai_Mistral-7B-v0.1
Endive is a,vegetable.,endive,none,vegetable,41,"[-10.611847877502441, -11.391270637512207, -11.83764934539795, -11.174015998840332, -11.269204139709473, -11.502785682678223, -11.842646598815918, -9.856575012207031, -11.505230903625488, -10.405623435974121, -11.44262981414795, -10.23028564453125, -11.221813201904297, -11.44929027557373, -12.37385082244873, -10.89877700805664, -10.236680030822754, -11.501091957092285, -11.584640502929688, -11.501385688781738, -11.809029579162598, -11.624626159667969, -11.536774635314941, -11.412598609924316, -10.975924491882324, -11.283722877502441, -11.637602806091309, -11.799270629882812, -11.212254524230957, -11.554709434509277, -9.735416412353516, -11.66193675994873, -11.63668441772461, -10.327323913574219, -11.748820304870605, -11.00876522064209, -10.239706993103027, -9.704841613769531, -11.06519603729248, -10.6288423538208, -11.717399597167969, -11.623103141784668, -11.68157958984375, -11.201312065124512, -11.358759880065918, -11.108489990234375, -12.25564956665039, -11.740008354187012, -11.322956085205078, -10.35922908782959]",7241732096,mistralai_Mistral-7B-v0.1
